audit_title,physical_cell_id,stage_id,threshold_reference,available_capacity_fields,cycle_index_fields,last_above_cycle,first_at_or_below_cycle,censoring_class,audit_status,evidence_paths,impact,minimal_next_step
用户风险接受的候选数据审计,30,soh80_to_60,NOT_VERIFIABLE: no authoritative SOH60 capacity-reference/standardized checkpoint field in After-SOH80 raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present; stage-relative physical meaning is not accompanied by threshold-reference provenance,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/After SOH80 Data/30. CYCLE_after_SOH80_45°C #6.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/2nd_lifetime.xlsx,No observed/right/left label may be emitted; continuous cycle capacity cannot substitute for the defined SOH60 checkpoint without protocol evidence.,Provide authoritative second-stage protocol and exact capacity-reference/checkpoint mapping; then re-audit adjacent above/below observations.
用户风险接受的候选数据审计,31,soh100_to_80,NOT_VERIFIABLE: no authoritative per-cell SOH80 capacity-reference field in raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present inside tester files; RPT filename index is not a physical aging-cycle field,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/31. 45°C #7/0.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/31. 45°C #7/1.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/31. 45°C #7/2.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/31. 45°C #7/3.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/31. 45°C #7/4.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/31. 45°C #7/5.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/31. 45°C #7/6.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/31. 45°C #7/7.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/31. 45°C #7.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/31. 45°C #7/1. CYC1-50_1C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/31. 45°C #7/2. CYC51-100_1C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/31. 45°C #7/3. CYC101-150_1C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/31. 45°C #7/4. CYC151-200_1C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/31. 45°C #7/5. CYC201-250_1C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/31. 45°C #7/6. CYC251-350_1C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/31. 45°C #7/7. CYC351-450_1C @45°C.csv,No observed/right/left label may be emitted; RPT-to-physical-cycle alignment and threshold reference are unproven.,Provide authoritative protocol evidence binding each RPT to physical aging cycle and defining SOH80 reference/capacity step.
用户风险接受的候选数据审计,31,soh80_to_60,NOT_VERIFIABLE: no authoritative SOH60 capacity-reference/standardized checkpoint field in After-SOH80 raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present; stage-relative physical meaning is not accompanied by threshold-reference provenance,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/After SOH80 Data/31. CYCLE_after_SOH80_45°C #7.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/2nd_lifetime.xlsx,No observed/right/left label may be emitted; continuous cycle capacity cannot substitute for the defined SOH60 checkpoint without protocol evidence.,Provide authoritative second-stage protocol and exact capacity-reference/checkpoint mapping; then re-audit adjacent above/below observations.
用户风险接受的候选数据审计,32,soh100_to_80,NOT_VERIFIABLE: no authoritative per-cell SOH80 capacity-reference field in raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present inside tester files; RPT filename index is not a physical aging-cycle field,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/32. 45°C #8/0.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/32. 45°C #8/1.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/32. 45°C #8/2.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/32. 45°C #8/3.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/32. 45°C #8/4.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/32. 45°C #8/5.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/32. 45°C #8/6.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/32. 45°C #8/7.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/32. 45°C #8.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/32. 45°C #8/1. CYC1-50_1C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/32. 45°C #8/2. CYC51-100_1C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/32. 45°C #8/3. CYC101-150_1C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/32. 45°C #8/4. CYC151-200_1C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/32. 45°C #8/5. CYC201-250_1C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/32. 45°C #8/6. CYC251-350_1C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/32. 45°C #8/7. CYC351-450_1C @45°C.csv,No observed/right/left label may be emitted; RPT-to-physical-cycle alignment and threshold reference are unproven.,Provide authoritative protocol evidence binding each RPT to physical aging cycle and defining SOH80 reference/capacity step.
用户风险接受的候选数据审计,32,soh80_to_60,NOT_VERIFIABLE: no authoritative SOH60 capacity-reference/standardized checkpoint field in After-SOH80 raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present; stage-relative physical meaning is not accompanied by threshold-reference provenance,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/After SOH80 Data/32. CYCLE_after_SOH80_45°C #8.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/2nd_lifetime.xlsx,No observed/right/left label may be emitted; continuous cycle capacity cannot substitute for the defined SOH60 checkpoint without protocol evidence.,Provide authoritative second-stage protocol and exact capacity-reference/checkpoint mapping; then re-audit adjacent above/below observations.
用户风险接受的候选数据审计,33,soh100_to_80,NOT_VERIFIABLE: no authoritative per-cell SOH80 capacity-reference field in raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present inside tester files; RPT filename index is not a physical aging-cycle field,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/33. 45°C #9/0.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/33. 45°C #9/1.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/33. 45°C #9/2.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/33. 45°C #9/3.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/33. 45°C #9/4.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/33. 45°C #9/5.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/33. 45°C #9/6.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/33. 45°C #9/7.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/33. 45°C #9.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/33. 45°C #9/1. CYC1-25_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/33. 45°C #9/2. CYC26-75_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/33. 45°C #9/3. CYC76-125_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/33. 45°C #9/4. CYC126-200_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/33. 45°C #9/5. CYC201-250_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/33. 45°C #9/6. CYC251-300_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/33. 45°C #9/7. CYC301-400_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/33. 45°C #9/8. CYC401-450_3C @45°C.csv,No observed/right/left label may be emitted; RPT-to-physical-cycle alignment and threshold reference are unproven.,Provide authoritative protocol evidence binding each RPT to physical aging cycle and defining SOH80 reference/capacity step.
用户风险接受的候选数据审计,33,soh80_to_60,NOT_VERIFIABLE: no authoritative SOH60 capacity-reference/standardized checkpoint field in After-SOH80 raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present; stage-relative physical meaning is not accompanied by threshold-reference provenance,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/After SOH80 Data/33. CYCLE_after_SOH80_45°C #9.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/2nd_lifetime.xlsx,No observed/right/left label may be emitted; continuous cycle capacity cannot substitute for the defined SOH60 checkpoint without protocol evidence.,Provide authoritative second-stage protocol and exact capacity-reference/checkpoint mapping; then re-audit adjacent above/below observations.
用户风险接受的候选数据审计,34,soh100_to_80,NOT_VERIFIABLE: no authoritative per-cell SOH80 capacity-reference field in raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present inside tester files; RPT filename index is not a physical aging-cycle field,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/34. 45°C #10/0.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/34. 45°C #10/1.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/34. 45°C #10/2.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/34. 45°C #10/3.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/34. 45°C #10/4.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/34. 45°C #10/5.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/34. 45°C #10/6.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/34. 45°C #10/7.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/34. 45°C #10.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/34. 45°C #10/1. CYC1-25_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/34. 45°C #10/2. CYC26-75_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/34. 45°C #10/3. CYC76-125_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/34. 45°C #10/4. CYC126-200_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/34. 45°C #10/5. CYC201-250_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/34. 45°C #10/6. CYC251-300_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/34. 45°C #10/7. CYC301-400_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/34. 45°C #10/8. CYC401-450_3C @45°C.csv,No observed/right/left label may be emitted; RPT-to-physical-cycle alignment and threshold reference are unproven.,Provide authoritative protocol evidence binding each RPT to physical aging cycle and defining SOH80 reference/capacity step.
用户风险接受的候选数据审计,34,soh80_to_60,NOT_VERIFIABLE: no authoritative SOH60 capacity-reference/standardized checkpoint field in After-SOH80 raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present; stage-relative physical meaning is not accompanied by threshold-reference provenance,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/After SOH80 Data/34. CYCLE_after_SOH80_45°C #10.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/2nd_lifetime.xlsx,No observed/right/left label may be emitted; continuous cycle capacity cannot substitute for the defined SOH60 checkpoint without protocol evidence.,Provide authoritative second-stage protocol and exact capacity-reference/checkpoint mapping; then re-audit adjacent above/below observations.
用户风险接受的候选数据审计,35,soh100_to_80,NOT_VERIFIABLE: no authoritative per-cell SOH80 capacity-reference field in raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present inside tester files; RPT filename index is not a physical aging-cycle field,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/35. 45°C #11/0.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/35. 45°C #11/1.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/35. 45°C #11/2.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/35. 45°C #11/3.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/35. 45°C #11/4.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/35. 45°C #11/5.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/35. 45°C #11/6.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/35. 45°C #11/7.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/35. 45°C #11.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/35. 45°C #11/1. CYC1-25_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/35. 45°C #11/2. CYC26-75_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/35. 45°C #11/3. CYC76-125_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/35. 45°C #11/4. CYC126-200_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/35. 45°C #11/5. CYC201-250_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/35. 45°C #11/6. CYC251-300_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/35. 45°C #11/7. CYC301-400_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/35. 45°C #11/8. CYC401-450_3C @45°C.csv,No observed/right/left label may be emitted; RPT-to-physical-cycle alignment and threshold reference are unproven.,Provide authoritative protocol evidence binding each RPT to physical aging cycle and defining SOH80 reference/capacity step.
用户风险接受的候选数据审计,35,soh80_to_60,NOT_VERIFIABLE: no authoritative SOH60 capacity-reference/standardized checkpoint field in After-SOH80 raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present; stage-relative physical meaning is not accompanied by threshold-reference provenance,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/After SOH80 Data/35. CYCLE_after_SOH80_45°C #11.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/2nd_lifetime.xlsx,No observed/right/left label may be emitted; continuous cycle capacity cannot substitute for the defined SOH60 checkpoint without protocol evidence.,Provide authoritative second-stage protocol and exact capacity-reference/checkpoint mapping; then re-audit adjacent above/below observations.
用户风险接受的候选数据审计,36,soh100_to_80,NOT_VERIFIABLE: no authoritative per-cell SOH80 capacity-reference field in raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present inside tester files; RPT filename index is not a physical aging-cycle field,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/36. 45°C #12/0.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/36. 45°C #12/1.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/36. 45°C #12/2.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/36. 45°C #12/3.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/36. 45°C #12/4.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/36. 45°C #12/5.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/36. 45°C #12/6.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/36. 45°C #12/7.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/36. 45°C #12.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/36. 45°C #12/1. CYC1-25_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/36. 45°C #12/2. CYC26-75_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/36. 45°C #12/3. CYC76-125_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/36. 45°C #12/4. CYC126-200_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/36. 45°C #12/5. CYC201-250_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/36. 45°C #12/6. CYC251-300_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/36. 45°C #12/7. CYC301-400_3C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/36. 45°C #12/8. CYC401-450_3C @45°C.csv,No observed/right/left label may be emitted; RPT-to-physical-cycle alignment and threshold reference are unproven.,Provide authoritative protocol evidence binding each RPT to physical aging cycle and defining SOH80 reference/capacity step.
用户风险接受的候选数据审计,36,soh80_to_60,NOT_VERIFIABLE: no authoritative SOH60 capacity-reference/standardized checkpoint field in After-SOH80 raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present; stage-relative physical meaning is not accompanied by threshold-reference provenance,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/After SOH80 Data/36. CYCLE_after_SOH80_45°C #12.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/2nd_lifetime.xlsx,No observed/right/left label may be emitted; continuous cycle capacity cannot substitute for the defined SOH60 checkpoint without protocol evidence.,Provide authoritative second-stage protocol and exact capacity-reference/checkpoint mapping; then re-audit adjacent above/below observations.
用户风险接受的候选数据审计,37,soh100_to_80,NOT_VERIFIABLE: no authoritative per-cell SOH80 capacity-reference field in raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present inside tester files; RPT filename index is not a physical aging-cycle field,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/37. 60°C #1/0.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/37. 60°C #1/1.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/37. 60°C #1/2.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/37. 60°C #1/3.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/37. 60°C #1/4.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/37. 60°C #1.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/37. 60°C #1/1. CYC1-50_0.5C @60°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/37. 60°C #1/2. CYC51-100_0.5C @60°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/37. 60°C #1/3. CYC101-150_0.5C @60°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/37. 60°C #1/4. CYC151-215_0.5C @60°C.csv,No observed/right/left label may be emitted; RPT-to-physical-cycle alignment and threshold reference are unproven.,Provide authoritative protocol evidence binding each RPT to physical aging cycle and defining SOH80 reference/capacity step.
用户风险接受的候选数据审计,37,soh80_to_60,NOT_VERIFIABLE: no authoritative SOH60 capacity-reference/standardized checkpoint field in After-SOH80 raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present; stage-relative physical meaning is not accompanied by threshold-reference provenance,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/After SOH80 Data/37. CYCLE_after_SOH80_60°C #1.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/2nd_lifetime.xlsx,No observed/right/left label may be emitted; continuous cycle capacity cannot substitute for the defined SOH60 checkpoint without protocol evidence.,Provide authoritative second-stage protocol and exact capacity-reference/checkpoint mapping; then re-audit adjacent above/below observations.
用户风险接受的候选数据审计,38,soh100_to_80,NOT_VERIFIABLE: no authoritative per-cell SOH80 capacity-reference field in raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present inside tester files; RPT filename index is not a physical aging-cycle field,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/38. 60°C #2/0.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/38. 60°C #2/1.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/38. 60°C #2/2.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/38. 60°C #2/3.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/38. 60°C #2/4.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/38. 60°C #2.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/38. 60°C #2/1. CYC1-50_0.5C @60°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/38. 60°C #2/2. CYC51-100_0.5C @60°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/38. 60°C #2/3. CYC101-150_0.5C @60°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/38. 60°C #2/4. CYC151-215_0.5C @60°C.csv,No observed/right/left label may be emitted; RPT-to-physical-cycle alignment and threshold reference are unproven.,Provide authoritative protocol evidence binding each RPT to physical aging cycle and defining SOH80 reference/capacity step.
